row,element,element_id,name,from_ppc_bus,to_ppc_bus,kv,capacity_mva,x_pu,is_bridge
0,line,25,東京送電線_111,1118,1119,110.0,171.47,9.8e-05,1
1,line,36,小海町変電所~川上村変電所線,2161,2160,77.0,93.36,0.000683,1
2,line,50,東京送電線_263,436,1231,77.0,93.36,1.9e-05,1
3,line,52,東京送電線_269,755,1294,77.0,93.36,1.9e-05,1
4,line,53,tokyo_line_4027,1115,635,154.0,266.74,1.9e-05,0
5,line,54,tokyo_line_4028,1115,731,154.0,266.74,1.3e-05,0
6,line,55,tokyo_line_4037,35,1381,66.0,137.18,0.000367,1
7,line,56,tokyo_line_4038,35,1332,66.0,68.59,7.7e-05,1
8,line,57,tokyo_line_4042,39,1247,77.0,93.36,0.000175,0
9,line,58,tokyo_line_4047,241,533,154.0,266.74,1.5e-05,1
10,line,59,tokyo_line_4049,788,789,110.0,342.95,2.9e-05,1
11,line,62,tokyo_line_4057,580,87,275.0,266.74,0.000595,0
12,line,63,tokyo_line_4058,1104,326,77.0,186.72,0.000175,1
13,line,64,tokyo_line_4059,725,1110,154.0,266.74,9e-06,1
14,line,65,tokyo_line_4061,729,1117,110.0,171.47,7.9e-05,1
15,line,68,tokyo_line_4065,1320,40,500.0,3464.1,3e-06,1
16,line,70,tokyo_line_4070,776,351,77.0,93.36,0.00057,0
17,line,71,tokyo_line_4076,496,817,77.0,93.36,0.000148,1
18,line,72,tokyo_line_4077,491,823,77.0,93.36,0.000328,1
19,line,73,tokyo_line_4081,834,822,77.0,93.36,0.000245,0
20,line,74,tokyo_line_4082,750,837,77.0,93.36,1.1e-05,1
21,line,78,tokyo_line_4147,761,1063,66.0,68.59,0.002224,0
22,line,79,tokyo_line_4161,1246,1247,77.0,93.36,0.00028,0
23,line,80,tokyo_line_4163,1247,2371,77.0,93.36,0.000204,1
24,line,81,tokyo_line_4211,337,339,154.0,266.74,1e-06,1
25,line,82,tokyo_line_4214,1120,531,110.0,171.47,4.9e-05,1
26,line,83,leadin,1358,5,66.0,137.18,4.9e-05,1
27,line,84,正法寺新長浜線,1358,1353,66.0,137.18,3.5e-05,1
28,line,85,leadin,1353,890,66.0,137.18,2.9e-05,0
29,line,86,伊吹新長浜線,1353,6,66.0,137.18,0.00032,1
30,line,87,新長浜支線,0,1,77.0,280.07,4.5e-05,0
31,line,88,新長浜変電所~長浜変電所線,0,7,77.0,93.36,7.6e-05,1
32,line,89,新長浜支線,0,1352,77.0,466.79,8e-06,0
33,line,90,新長浜支線,1,2,77.0,280.07,2.1e-05,0
34,line,91,中部送電線_1,1,1360,77.0,186.72,1.3e-05,0
35,line,92,新長浜支線,2,3,77.0,280.07,9e-05,1
36,line,93,高月町変電所~小沢変電所線,2,1037,77.0,186.72,0.000238,0
37,line,94,湖東新長浜線,4,2098,77.0,186.72,0.000193,0
38,line,95,湖東新長浜線,4,1352,77.0,373.43,1.7e-05,0
39,line,96,新長浜変電所~湖東変電所線,4,1524,77.0,186.72,0.000275,0
40,line,97,東海旅客鉄道 77.0kV線,2098,1791,77.0,93.36,1.9e-05,0
41,line,98,湖東新長浜線,2098,1524,77.0,373.43,2e-05,0
42,line,99,leadin,2098,785,77.0,93.36,8.4e-05,0
43,line,101,毛受分岐線,1362,8,66.0,68.59,5e-06,1
44,line,102,namebind,1362,14,66.0,137.18,5.2e-05,1
45,line,103,起変電所~毛受変電所(Menjo-Hendensho)線,1362,17,66.0,411.54,6.3e-05,0
46,line,105,久居南勢線,9,10,77.0,186.72,0.000237,1
47,line,106,中勢久居線,9,603,77.0,186.72,0.000198,0
48,line,107,近鉄中川分岐線,9,1894,77.0,93.36,5.8e-05,1
49,line,108,中勢三雲線,11,12,77.0,186.72,1e-06,1
50,line,109,中勢三雲線,11,604,77.0,186.72,0.000198,0
51,line,110,三雲鎌田線,11,629,77.0,186.72,0.000221,1
52,line,111,東浦北豊田線,13,1423,275.0,3810.51,1.7e-05,0
53,line,112,中部電力東境変電所~東名古屋変電所線,13,1497,275.0,1905.26,3e-06,0
54,line,113,東浦北豊田線,13,2109,275.0,7621.02,6e-06,0
55,line,114,中部電力パワーグリッド 日進変電所~北豊田変電所 (Kita Toyota Hendensho)線,1423,83,275.0,1905.26,3e-06,0
56,line,115,中部電力パワーグリッド 275.0kV線,1423,66,275.0,5715.77,0.0,0
57,line,118,信楽支線,2321,15,77.0,186.72,0.000441,1
58,line,119,柏木変電所~深川変電所線,15,372,77.0,466.79,5e-05,1
59,line,120,中部電力パワーグリッド 77.0kV線,15,2210,77.0,466.79,3.5e-05,1
60,line,121,菊川変電所~中部電力パワーグリッド 菊川変電所線,1365,2335,77.0,186.72,3.9e-05,1
61,line,122,菊川分岐線,1365,16,77.0,186.72,0.000113,1
62,line,123,新菊川変電所~駿遠変電所線,1364,16,77.0,186.72,0.000103,1
63,line,124,中部電力パワーグリッド 77.0kV線,16,330,77.0,186.72,9.3e-05,1
64,line,125,駿遠変電所~500 kV switching station線,1613,1466,500.0,13856.41,0.0,0
65,line,126,静岡変電所~駿遠変電所線,1613,1903,500.0,6928.2,4e-06,0
66,line,127,駿遠幹線,1613,1369,500.0,13856.41,1.3e-05,0
67,line,128,駿遠変電所~500 kV switching station線,1466,2086,500.0,13856.41,8e-06,0
68,line,129,500 kV switching station~上ノ原変電所線,2086,2103,500.0,10392.3,0.0,0
69,line,132,中部送電線_1023,17,1283,66.0,68.59,5.1e-05,1
70,line,133,起変電所~祖父江町祖父江変電所線,17,2450,66.0,480.12,6e-05,0
71,line,134,長野市変電所~東塩田変電所線,18,19,77.0,186.72,0.000246,1
72,line,135,長野市変電所~東塩田変電所線,19,2464,77.0,186.72,0.000821,0
73,line,136,更埴八幡変電所~長野市変電所線,19,36,77.0,93.36,0.000183,1
74,line,137,更埴八幡変電所~長野市変電所線,19,37,77.0,93.36,0.000129,0
75,line,138,東塩田変電所~御所変電所線,2464,772,77.0,93.36,0.000216,0
76,line,141,中部送電線_37,20,51,154.0,266.74,0.000125,1
77,line,143,岩倉枇杷島線 (Iwakura Biwajima Sen),1367,1645,77.0,746.86,3.9e-05,0
78,line,144,岩倉北一宮-1,1367,1577,77.0,186.72,0.000104,0
79,line,145,岩倉枇杷島線 (Iwakura Biwajima Sen),1645,414,77.0,373.43,5e-06,1
80,line,146,名北変電所~楠町変電所線,1645,126,77.0,373.43,4.6e-05,0
81,line,147,岩倉枇杷島線 (Iwakura Biwajima Sen),1645,1496,77.0,560.15,3.9e-05,0
82,line,148,楠町変電所~新福寺町二丁目変電所線,1645,1622,77.0,186.72,0.00011,0
83,line,149,岩倉稲沢線 (Iwakura Inazawa Sen),1366,21,154.0,1600.41,1e-06,1
84,line,150,岩倉北一宮線,1366,53,154.0,533.47,2.2e-05,0
85,line,151,岩倉稲沢線,1366,2444,154.0,1600.41,1e-05,0
86,line,152,犬山岩倉線 (Inuyama Iwakura Sen),1366,267,154.0,533.47,2.2e-05,0
87,line,153,岩倉北一宮-2,1577,1368,77.0,186.72,5.8e-05,0
88,line,154,川口町五丁目変電所~新居町五丁目変電所線,1443,2430,154.0,266.74,6.8e-05,0
89,line,155,碧南岡崎線,1443,2238,154.0,266.74,0.000149,0
90,line,156,川口町五丁目変電所~新居町五丁目変電所線,2430,22,154.0,266.74,9.5e-05,0
91,line,157,新居町五丁目変電所~一本木町一丁目変電所線,22,2403,154.0,266.74,1.4e-05,0
92,line,158,新居町五丁目変電所~南起変電所線,22,2311,154.0,266.74,1.4e-05,0
93,line,159,leadin,23,2427,275.0,952.63,1.2e-05,0
94,line,160,上矢田町変電所~吉良町中野変電所線,23,24,275.0,7621.02,2e-06,0
95,line,161,上矢田町変電所~川口町五丁目変電所線,23,1442,275.0,952.63,2.6e-05,0
96,line,162,南安城分岐線,2238,138,154.0,266.74,7.6e-05,0
97,line,163,依佐美変電所~南安城変電所線,2238,322,154.0,1066.94,3.1e-05,0
98,line,164,石井町変電所~南安城変電所線,2238,1290,154.0,533.47,2.4e-05,0
99,line,165,leadin,24,2148,275.0,952.63,8e-06,1
100,line,166,上矢田町変電所~吉良町中野変電所線,24,25,275.0,7621.02,1e-06,0
101,line,167,吉良町中野変電所~幸田変電所線,25,1350,275.0,1905.26,3e-05,0
102,line,168,中部送電線_28,25,1323,275.0,3810.51,1e-06,0
103,line,169,新居町五丁目変電所~一本木町一丁目変電所線,2403,1608,154.0,266.74,1.1e-05,0
104,line,170,一本木町一丁目変電所~住吉町五丁目変電所線,1608,804,154.0,266.74,3.6e-05,0
105,line,171,新居町五丁目変電所~南起変電所線,2311,2055,154.0,266.74,4.5e-05,0
106,line,172,新居町五丁目変電所~南起変電所線,2055,389,154.0,533.47,7.8e-05,0
107,line,173,大和起線,1368,1361,77.0,93.36,0.000328,0
108,line,174,岩倉北一宮-2,1368,2475,77.0,186.72,3.6e-05,0
109,line,175,中部電力パワーグリッド 77.0kV線,26,2388,77.0,93.36,0.0002,0
110,line,176,中部電力パワーグリッド（株）大須賀変電所~上ノ原変電所線,26,432,77.0,186.72,0.000211,0
111,line,177,namebind,26,2105,77.0,186.72,0.000205,0
112,line,178,中部電力パワーグリッド 77.0kV線,2388,2105,77.0,93.36,4.1e-05,0
113,line,179,中部電力パワーグリッド 500.0kV線,2103,2386,500.0,6928.2,0.0,0
114,line,180,電源名古屋~瀬戸変電所線,1421,1969,275.0,3810.51,6e-06,0
115,line,181,愛知変電所~電源名古屋線,1421,71,275.0,3810.51,2.8e-05,0
116,line,182,電源名古屋~犬山変電所線,1421,1590,275.0,1905.26,1.6e-05,0
117,line,183,電源名古屋~瀬戸変電所線,1969,1425,275.0,3810.51,1.9e-05,0
118,line,184,北豊田変電所 (Kita Toyota Hendensho)~瀬戸変電所線,1425,66,275.0,1905.26,1.7e-05,0
119,line,185,瀬戸変電所~愛知変電所線,1425,1481,275.0,1905.26,3.7e-05,0
120,line,190,敦賀変電所~樋ノ水町変電所線,1371,27,154.0,266.74,5.1e-05,0
121,line,191,敦賀連絡線,1371,669,154.0,533.47,1.7e-05,0
122,line,192,敦賀変電所~樋ノ水町変電所線,27,669,154.0,266.74,9.4e-05,0
123,line,193,敦賀変電所~樋ノ水町変電所線,27,1044,154.0,266.74,8.2e-05,0
124,line,194,東紡線;第二東紡線,1371,2432,275.0,2133.89,3e-06,0
125,line,195,東紡線,2432,1045,275.0,1905.26,2e-06,1
126,line,196,第二東紡線,2432,1295,275.0,1905.26,5e-06,1
127,line,199,小海町変電所~東京電力海瀬発電所線,2317,2318,77.0,93.36,0.000132,1
128,line,200,小海町変電所~東京電力海瀬発電所線,2318,1374,77.0,93.36,7.4e-05,1
129,line,201,小海町変電所~東京電力海瀬発電所線,1374,2319,77.0,93.36,0.000262,1
130,line,202,小海町変電所~東京電力海瀬発電所線,2319,2130,77.0,93.36,0.000182,1
131,line,203,東京電力海瀬発電所~大字御代田変電所線,2130,28,77.0,186.72,0.000586,1
132,line,204,小諸市変電所~大字御代田変電所線,28,437,77.0,93.36,0.000463,1
133,line,205,小諸市変電所~大字御代田変電所線,28,763,77.0,93.36,5.5e-05,1
134,line,206,田中変電所~中部電力パワーグリッド 川中島変電所線,29,1348,77.0,746.86,4e-06,1
135,line,207,田中変電所~中部電力パワーグリッド 川中島変電所線,1348,1376,77.0,373.43,3e-06,1
136,line,208,田中変電所~中部電力パワーグリッド 川中島変電所線,1376,30,77.0,373.43,2.9e-05,1
137,line,209,田中変電所~中部電力パワーグリッド 川中島変電所線,30,1385,77.0,373.43,9.2e-05,0
138,line,210,稲田四丁目変電所~田中変電所線,30,31,77.0,373.43,0.000107,0
139,line,211,長野市変電所~中部電力パワーグリッド 川中島変電所線,1385,39,77.0,93.36,0.000369,0
140,line,212,大字須坂変電所~稲田四丁目変電所線,1378,31,77.0,186.72,0.000212,1
141,line,213,中部電力パワーグリッド 77.0kV線,31,1379,77.0,373.43,1.6e-05,0
142,line,214,新北信変電所~中郷区坂本変電所線,1579,259,275.0,1905.26,0.000134,1
143,line,215,新北信変電所~東信変電所線,1579,1639,275.0,3810.51,5e-05,0
144,line,216,稲田四丁目変電所~小玉変電所線,1379,32,77.0,186.72,9.1e-05,1
145,line,217,新北信変電所~稲田四丁目変電所線,1379,1943,77.0,373.43,5.8e-05,0
146,line,218,稲田四丁目変電所~東長野変電所 (Higashi-Nagano Hendensho)線,1379,1380,77.0,186.72,5.2e-05,1
147,line,219,稲田四丁目変電所~小玉変電所線,32,33,77.0,186.72,0.000217,1
148,line,220,長野市変電所~中越一丁目変電所線,32,1326,77.0,186.72,0.000252,1
149,line,221,中部電力パワーグリッド 77.0kV線,33,497,77.0,373.43,0.000118,1
150,line,222,中部電力パワーグリッド 77.0kV線,33,1789,77.0,186.72,2.9e-05,1
151,line,223,新北信変電所~稲田四丁目変電所線,34,1943,77.0,373.43,8.4e-05,0
152,line,224,中部電力パワーグリッド 77.0kV線,34,1580,77.0,373.43,3.6e-05,0
153,line,225,中部電力パワーグリッド 77.0kV線,34,427,77.0,186.72,0.000638,1
154,line,226,長野市変電所~新諏訪一丁目変電所線,1382,35,275.0,1905.26,9e-06,1
155,line,227,長野市変電所~新諏訪一丁目変電所線,1381,2113,66.0,137.18,0.000118,1
156,line,228,新諏訪一丁目変電所~根上変電所線,2113,2112,66.0,68.59,0.000899,1
157,line,229,中部送電線_1088,2113,1303,66.0,68.59,0.000154,1
158,line,230,更埴八幡変電所~日陰変電所線,36,2116,77.0,93.36,0.000746,1
159,line,231,中部送電線_312,36,794,77.0,93.36,4.1e-05,1
160,line,232,更埴八幡変電所~長野市変電所線,37,1383,77.0,93.36,0.000169,0
161,line,233,中部送電線_960,37,2369,77.0,93.36,0.000129,0
162,line,234,長野市変電所~中部電力パワーグリッド 川中島変電所線,1383,38,77.0,93.36,0.000194,0
163,line,235,中部送電線_279,38,748,77.0,93.36,8e-06,1
164,line,236,長野市変電所~中部電力パワーグリッド 川中島変電所線,38,39,77.0,93.36,3.2e-05,0
165,line,237,新屋代補助き電区分所~中部電力パワーグリッド(株) 屋代変電所線,38,2369,77.0,93.36,0.000441,0
166,line,238,新豊根佐久間線,2024,2022,275.0,1905.26,9e-06,0
167,line,239,新豊根東栄線,2024,1370,275.0,952.63,4.6e-05,0
168,line,240,佐久間周波数変換所連絡線,2022,2231,275.0,2857.88,0.0,0
169,line,241,東部変電所~下津具変電所線,2022,1428,275.0,1905.26,0.000145,0
170,line,242,namebind,2022,1061,275.0,2857.88,4.9e-05,0
171,line,243,佐久間周波数変換所~川根変電所線,2022,1623,275.0,1905.26,6.9e-05,0
172,line,244,下黒川変電所~静岡変電所線,1388,1322,500.0,27712.81,0.0,0
173,line,245,中部電力(株)豊根開閉所~門前変電所線,1388,1369,500.0,6928.2,6e-06,0
174,line,246,南信幹線,1388,40,500.0,6928.2,2.8e-05,0
175,line,247,東部変電所~門前変電所線,1369,1427,500.0,13856.41,1.2e-05,0
176,line,248,下黒川変電所~静岡変電所線,1322,1903,500.0,13856.41,1.4e-05,0
177,line,249,豊根幹線,1322,1480,500.0,13856.41,1.2e-05,0
178,line,250,上ノ原変電所~静岡変電所線,1903,90,500.0,13856.41,2e-06,0
179,line,251,佐久間周波数変換所連絡線,2231,1419,275.0,1905.26,2e-06,0
180,line,252,南信幹線,40,1598,500.0,6928.2,1.2e-05,0
181,line,253,信濃幹線,1598,1605,500.0,13856.41,1.3e-05,0
182,line,254,豊島福江線,1850,1849,77.0,186.72,0.000206,1
183,line,255,豊島福江線,1850,1852,77.0,186.72,0.000435,1
184,line,256,豊橋新本町線,1833,41,77.0,93.36,8.2e-05,0
185,line,257,豊橋牟呂線,1833,159,77.0,186.72,6.1e-05,0
186,line,258,幸田変電所~豊橋変電所線,1833,166,77.0,93.36,0.000183,0
187,line,259,玉川豊橋線,1833,1483,77.0,93.36,0.000363,0
188,line,260,namebind,1833,1883,77.0,93.36,0.00022,0
189,line,261,東田分岐線,41,103,77.0,93.36,0.000325,0
190,line,262,豊橋新本町線,41,567,77.0,93.36,0.000109,1
191,line,263,中部電力パワーグリッド 100.0kV線,2039,42,110.0,171.47,0.0001,1
192,line,264,中部電力パワーグリッド 100.0kV線,42,43,110.0,171.47,6.5e-05,0
193,line,265,Abe~田町一丁目変電所線,42,535,110.0,342.95,3e-05,0
194,line,266,Suruga~田町一丁目変電所線,42,532,110.0,342.95,6e-05,0
195,line,267,田町一丁目変電所~Suruga線,43,84,110.0,171.47,6.1e-05,0
196,line,268,中部電力パワーグリッド 100.0kV線,43,741,110.0,171.47,4e-05,1
197,line,269,Gifu Substation~愛知変電所線,1480,1450,500.0,20784.61,1.6e-05,0
198,line,271,中部電力パワーグリッド 日進変電所~中電猪高変電所線,1494,1391,154.0,266.74,0.0001,0
199,line,272,中部電力パワーグリッド 日進変電所~中部電力（株）豊明変電所線,1494,2330,154.0,1066.94,1.6e-05,0
200,line,273,中部電力パワーグリッド 日進変電所~愛知変電所線,1494,122,154.0,533.47,5.9e-05,0
201,line,274,有松変電所~中部電力パワーグリッド 日進変電所線,1494,406,154.0,1066.94,5e-06,0
202,line,275,春日井変電所~中電猪高変電所線,1391,356,154.0,266.74,7.7e-05,0
203,line,276,中部送電線_27,44,45,77.0,93.36,0.000173,1
204,line,277,富士市変電所~富士川第一変電所線,45,738,77.0,186.72,0.000231,1
205,line,278,富士市変電所~富士川第一変電所線,45,2462,77.0,93.36,0.000546,1
206,line,279,中部電力パワーグリッド 275.0kV線,1392,46,275.0,952.63,1.5e-05,0
207,line,280,namebind,1392,102,275.0,952.63,3.3e-05,1
208,line,281,静岡変電所~Suruga線,46,85,275.0,5715.77,1.8e-05,0
209,line,282,静岡変電所~Suruga線,46,1462,275.0,5715.77,9e-06,0
210,line,283,中部電力パワーグリッド 100.0kV線,47,1393,110.0,342.95,8.8e-05,0
211,line,284,Abe~田町一丁目変電所線,47,535,110.0,342.95,9.4e-05,0
212,line,285,駿河区変電所~Abe線,47,69,110.0,171.47,3.7e-05,1
213,line,286,中部電力パワーグリッド 100.0kV線,1393,258,110.0,171.47,0.000338,1
214,line,287,中部電力パワーグリッド 100.0kV線,1393,535,110.0,171.47,9e-05,0
215,line,288,佐久変電所~信濃変電所線,1697,1606,275.0,2857.88,6.6e-05,0
216,line,289,中信変電所~信濃変電所線,1606,1746,275.0,1905.26,2.3e-05,0
217,line,290,浅間温泉一丁目変電所~信濃変電所線,1606,48,275.0,1905.26,6.8e-05,0
218,line,291,諏訪変電所~塩尻送電所線,1386,2020,154.0,266.74,2e-06,0
219,line,292,諏訪変電所~塩尻送電所線,2020,1747,154.0,266.74,0.000265,0
220,line,293,諏訪変電所~ちの変電所線,2021,1387,77.0,280.07,3e-06,0
221,line,294,諏訪変電所~ちの変電所線,1387,1583,77.0,186.72,0.000644,0
222,line,295,新坂城変電所~北松本変電所線,2169,48,275.0,1905.26,4.9e-05,0
223,line,296,東信変電所~新坂城変電所線,2169,1639,275.0,952.63,6.7e-05,0
224,line,297,中部電力パワーグリッド 275.0kV線,48,1394,275.0,952.63,1.8e-05,0
225,line,298,中部電力パワーグリッド 77.0kV線,1684,735,77.0,93.36,2.5e-05,1
226,line,299,中部電力パワーグリッド 77.0kV線,1684,775,77.0,93.36,2e-05,1
227,line,300,岡谷変電所~中信変電所線,1684,49,77.0,186.72,0.000162,0
228,line,301,下諏訪変電所~岡谷変電所線,1684,1582,77.0,186.72,0.000172,1
229,line,302,中部電力パワーグリッド 77.0kV線,1684,408,77.0,93.36,0.000102,0
230,line,303,岡谷変電所~中信変電所線,49,1748,77.0,186.72,0.000218,0
231,line,304,中部送電線_769,49,1127,77.0,186.72,2.8e-05,1
232,line,305,額田幸田線,1350,1439,275.0,952.63,6.2e-05,0
233,line,306,幸田新三河線,1350,75,275.0,952.63,3.2e-05,0
234,line,307,中部電力パワーグリッド 275.0kV線,1350,671,275.0,952.63,9e-06,0
235,line,308,中部送電線_28,1978,1323,275.0,3810.51,0.0,0
236,line,309,西尾変電所~吉良町中野変電所線,1978,898,275.0,1905.26,5e-06,0
237,line,310,namebind,1323,898,275.0,952.63,2.2e-05,0
238,line,311,足近町一丁目変電所~六条大溝二丁目変電所線,1396,50,154.0,266.74,2.8e-05,0
239,line,312,namebind,1396,1416,154.0,266.74,8.4e-05,0
240,line,313,中部送電線_29,50,51,154.0,266.74,4.8e-05,0
241,line,314,中部送電線_308,50,790,154.0,266.74,8e-06,1
242,line,315,中部送電線_35,51,1415,154.0,266.74,2.1e-05,0
243,line,316,中部送電線_34,1397,52,154.0,533.47,1.3e-05,1
244,line,317,北一宮加納線 (Kita Ichinomiya Kanō Sen),1397,1399,154.0,266.74,0.000105,0
245,line,318,中部送電線_70,1397,286,154.0,533.47,1.5e-05,1
246,line,319,岩倉北一宮線;岩倉北一宮-4,1397,53,154.0,1066.94,2.3e-05,0
247,line,320,北一宮加納線 (Kita Ichinomiya Kanō Sen),1399,1415,154.0,266.74,5.8e-05,0
248,line,321,leadin,53,2500,154.0,266.74,2.6e-05,1
249,line,322,北一宮加納線 (Kita Ichinomiya Kanō Sen),1401,1415,154.0,533.47,1.2e-05,0
250,line,323,西濃加納線,1401,1409,154.0,1066.94,1.5e-05,0
251,line,324,南近江線,54,1473,500.0,13856.41,1.6e-05,1
252,line,325,山城東線,1473,97,500.0,13856.41,1.3e-05,1
253,line,326,東近江開閉所~三重開閉所線,1473,1472,500.0,6928.2,1.1e-05,0
254,line,327,西浅井町塩津浜変電所~東近江開閉所線,1473,881,500.0,13856.41,2.5e-05,1
255,line,328,北岐阜変電所 (Kita Gifu Hendensho)~鵜沼川崎町変電所線,1529,55,77.0,93.36,0.000194,0
256,line,329,北岐阜変電所 (Kita Gifu Hendensho)~鵜沼川崎町変電所線,55,2140,77.0,93.36,0.000748,1
257,line,330,北岐阜北町線,55,1989,77.0,186.72,0.000159,0
258,line,331,leadin,1647,2489,275.0,952.63,6e-06,0
259,line,332,西部西濃線,1647,56,275.0,3810.51,3e-06,0
260,line,333,西部西濃線,1647,1406,275.0,3810.51,8e-06,0
261,line,334,中部送電線_858,56,2332,275.0,1905.26,2e-06,1
262,line,335,西部西濃線,56,1471,275.0,3810.51,2.2e-05,0
263,line,336,中部電力パワーグリッド 154.0kV線,57,1407,154.0,1600.41,4e-06,0
264,line,337,中部電力パワーグリッド 154.0kV線,57,61,154.0,266.74,1.4e-05,0
265,line,338,中部送電線_38,57,2361,154.0,800.21,2.4e-05,0
266,line,339,西濃加納線,1407,240,154.0,2133.89,8e-06,0
267,line,340,北方開閉所 (Kitakata Kaiheisho)~下大榑新田変電所線,1552,2468,154.0,1066.94,2.7e-05,0
268,line,341,東海幹線,1552,1648,154.0,1600.41,3e-05,0
269,line,342,小坂町小坂町変電所~北方開閉所 (Kitakata Kaiheisho)線,1552,95,154.0,1600.41,7e-06,0
270,line,343,北方開閉所 (Kitakata Kaiheisho)~関市変電所線,1552,360,154.0,1066.94,0.000105,0
271,line,344,中勢亀山線,2468,311,154.0,1600.41,0.000123,0
272,line,345,東海幹線,1648,58,154.0,1600.41,4e-06,0
273,line,346,東海幹線,58,59,154.0,1600.41,5.9e-05,0
274,line,347,青野町変電所~荒尾町変電所線,58,1539,154.0,266.74,1.9e-05,0
275,line,348,東海幹線,59,60,154.0,1600.41,8e-06,0
276,line,349,新長浜変電所~湖東変電所線,59,170,154.0,1066.94,4.1e-05,0
277,line,350,東海幹線,60,1523,154.0,533.47,6e-06,0
278,line,351,高宮変電所~湖東変電所線,60,176,154.0,533.47,6.8e-05,0
279,line,352,加納変電所 (Kanō Hendensho)~本荘中ノ町一丁目変電所線,1400,361,275.0,2857.88,5e-06,0
280,line,353,日置江八丁目変電所~野白新田変電所線,2469,1414,77.0,93.36,0.000165,0
281,line,354,野白新田変電所~穂積変電所線,2469,1410,77.0,186.72,0.000144,0
282,line,355,中部送電線_929,2361,1239,154.0,1066.94,1e-06,0
283,line,356,中部送電線_39,61,62,154.0,266.74,1.7e-05,0
284,line,357,北岐阜変電所 (Kita Gifu Hendensho)~西濃変電所線,61,1993,154.0,533.47,0.000113,0
285,line,358,namebind,62,1983,154.0,266.74,8.8e-05,0
286,line,359,揖斐変電所~西濃変電所線,62,2359,154.0,1333.68,1.7e-05,0
287,line,360,丸山幹線,1402,1413,275.0,7621.02,8e-06,0
288,line,361,丸山幹線,1402,1568,275.0,3810.51,3.1e-05,0
289,line,362,関市変電所~関開閉所線,1402,1457,275.0,952.63,3.8e-05,0
290,line,363,関開閉所~白川村変電所線,1402,1554,275.0,3810.51,1e-05,0
291,line,364,北部西濃線,1402,712,275.0,3810.51,1.4e-05,0
292,line,365,北部西濃線,1402,1404,275.0,3810.51,7e-06,0
293,line,366,丸山幹線,1413,1985,275.0,7621.02,1e-06,0
294,line,367,下土居二丁目変電所~御望変電所線,1413,359,275.0,1905.26,7e-06,0
295,line,368,丸山幹線,1985,1982,275.0,7621.02,0.0,0
296,line,369,丸山幹線,1982,1526,275.0,8573.65,3.4e-05,0
297,line,370,甲賀線,1526,197,275.0,3810.51,3.2e-05,1
298,line,371,三橋一丁目変電所~北方開閉所 (Kitakata Kaiheisho)線,1984,63,77.0,186.72,0.000104,0
299,line,372,三橋一丁目変電所~上保変電所線,1984,1986,77.0,186.72,0.000266,0
300,line,373,北方開閉所 (Kitakata Kaiheisho)~穂積変電所線,63,1410,77.0,373.43,9.4e-05,0
301,line,374,leadin,63,1553,77.0,93.36,9.4e-05,0
302,line,375,三重開閉所~西部変電所線,1470,1472,500.0,6928.2,3e-06,0
303,line,376,西部幹線,1470,193,500.0,31176.91,7e-06,0
304,line,377,揖斐洞戸幹線,64,65,500.0,13856.41,6e-06,1
305,line,378,山県市変電所~揖斐変電所線,65,2358,500.0,6928.2,7e-06,0
306,line,379,山県市変電所~本巣市変電所線,65,530,500.0,3464.1,3e-05,0
307,line,380,福寿町平方九丁目変電所~下大榑新田変電所線,1416,2141,154.0,533.47,1e-05,0
308,line,381,福寿町平方九丁目変電所~下大榑新田変電所線,2141,2147,154.0,533.47,7e-06,0
309,line,382,氷取変電所~中須変電所線,2141,813,154.0,2133.89,8e-06,1
310,line,383,福寿町平方九丁目変電所~下大榑新田変電所線,2147,1562,154.0,533.47,4.8e-05,0
311,line,384,下大榑新田変電所~西名古屋変電所線,1562,1475,154.0,266.74,0.00036,0
312,line,385,下大榑新田変電所~大垣変電所 (Ogaki Hendensho)線,1562,1646,154.0,533.47,7.9e-05,0
313,line,386,東部変電所~愛知変電所線,1428,71,275.0,1905.26,2.8e-05,0
314,line,387,610,1428,1686,275.0,1905.26,6.2e-05,0
315,line,388,東豊田額田線,1428,72,275.0,3810.51,1e-05,0
316,line,389,中部電力パワーグリッド 275.0kV線,1428,1630,275.0,1905.26,4.8e-05,0
317,line,390,東部変電所~平戸橋町変電所線,1428,66,275.0,1905.26,3.1e-05,0
318,line,391,新三河幹線,1427,1437,500.0,13856.41,9e-06,0
319,line,392,東部変電所~愛知変電所線,1427,1403,500.0,20784.61,1.5e-05,0
320,line,393,北陸電力送配電 500.0kV線,1431,1701,500.0,3464.1,1e-06,0
321,line,394,加賀変電所~越前変電所線,1431,1739,500.0,20784.61,1.3e-05,0
322,line,395,能登幹線,1431,1354,500.0,13856.41,1.8e-05,0
323,line,396,加賀福光線,1431,1430,500.0,6928.2,7e-06,0
324,line,397,越前変電所~疋田変電所線,1739,2246,500.0,13856.41,2.8e-05,0
325,line,398,友江変電所~越前変電所線,1739,2282,500.0,3464.1,9e-06,0
326,line,399,中能登変電所~南福光変電所線,1354,1430,500.0,13856.41,2e-05,0
327,line,400,志賀中能登線,1354,457,500.0,6928.2,9e-06,1
328,line,401,越美幹線,1430,2257,500.0,13856.41,1.7e-05,0
329,line,402,東長江町変電所~加賀変電所線,2396,2484,154.0,533.47,4e-06,0
